"행정구역별","산업별","대표자연령대",2013,2014,2015,2016,2017
"경북","제조업(10~34)","60세 이상",4610,5285,6102,6229,6786
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","계",101,123,126,153,190
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",2,1,1,1,2
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",3,3,5,5,4
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",13,17,18,27,28
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",69,73,75,83,100
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",14,29,27,37,56
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",777,847,888,869,864
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",8,6,6,12,11
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",62,66,65,53,62
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",185,211,215,201,197
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",397,407,411,391,384
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",125,157,191,212,210
"경북","건설업(41~42)","계",8085,8918,9362,9523,9564
"경북","건설업(41~42)","29세 이하",57,93,100,116,142
"경북","건설업(41~42)","30~39세",631,717,735,741,714
"경북","건설업(41~42)","40~49세",3120,3405,3412,3406,3260
"경북","건설업(41~42)","50~59세",3474,3650,3784,3846,3984
"경북","건설업(41~42)","60세 이상",803,1053,1331,1414,1464
"경북","도매 및 소매업(45~47)","계",50862,52817,54601,54806,55060
"경북","도매 및 소매업(45~47)","29세 이하",939,1164,1153,1246,1272
"경북","도매 및 소매업(45~47)","30~39세",6463,6862,7347,7574,7081
"경북","도매 및 소매업(45~47)","40~49세",16173,16371,16263,16332,15863
"경북","도매 및 소매업(45~47)","50~59세",16598,17025,17146,17030,17415
"경북","도매 및 소매업(45~47)","60세 이상",10689,11395,12692,12624,13429
"경북","운수 및 창고업(49~52)","계",16667,17126,17462,17323,18102
"경북","운수 및 창고업(49~52)","29세 이하",100,107,106,80,91
"경북","운수 및 창고업(49~52)","30~39세",2093,1518,1595,1362,1216
"경북","운수 및 창고업(49~52)","40~49세",3916,3805,3884,3322,3613
"경북","운수 및 창고업(49~52)","50~59세",6380,6833,6891,6378,6678
"경북","운수 및 창고업(49~52)","60세 이상",4178,4863,4986,6181,6504
"경북","숙박 및 음식점업(55~56)","계",45252,46270,46729,47424,48040
"경북","숙박 및 음식점업(55~56)","29세 이하",1257,1532,1590,1772,1913
"경북","숙박 및 음식점업(55~56)","30~39세",4776,5378,6086,6421,6422
"경북","숙박 및 음식점업(55~56)","40~49세",11773,12124,12463,12539,12016
"경북","숙박 및 음식점업(55~56)","50~59세",20574,19543,17747,17642,17386
"경북","숙박 및 음식점업(55~56)","60세 이상",6872,7693,8843,9050,10303
"경북","정보통신업(58~63)","계",991,1053,1060,1123,1149
"경북","정보통신업(58~63)","29세 이하",19,34,20,25,20
"경북","정보통신업(58~63)","30~39세",107,126,108,141,137
"경북","정보통신업(58~63)","40~49세",380,382,372,379,380
"경북","정보통신업(58~63)","50~59세",391,393,428,429,459
"경북","정보통신업(58~63)","60세 이상",94,118,132,149,153
"경북","금융 및 보험업(64~66)","계",2329,2295,2291,2326,2328
"경북","금융 및 보험업(64~66)","29세 이하",17,14,9,9,17
"경북","금융 및 보험업(64~66)","30~39세",152,148,130,142,131
"경북","금융 및 보험업(64~66)","40~49세",703,662,567,574,580
"경북","금융 및 보험업(64~66)","50~59세",976,950,1037,1078,1089
"경북","금융 및 보험업(64~66)","60세 이상",481,521,548,523,511
"경북","부동산업(68)","계",3853,4294,4561,5068,5411
"경북","부동산업(68)","29세 이하",26,38,35,38,45
"경북","부동산업(68)","30~39세",206,263,277,323,330
"경북","부동산업(68)","40~49세",1057,1221,1297,1462,1457
"경북","부동산업(68)","50~59세",1625,1697,1715,1897,2075
"경북","부동산업(68)","60세 이상",939,1075,1237,1348,1504
"경북","전문, 과학 및 기술 서비스업(70~73)","계",3023,3253,3393,3545,3582
"경북","전문, 과학 및 기술 서비스업(70~73)","29세 이하",28,41,36,41,34
"경북","전문, 과학 및 기술 서비스업(70~73)","30~39세",319,347,392,411,398
"경북","전문, 과학 및 기술 서비스업(70~73)","40~49세",994,1035,1031,1087,1072
"경북","전문, 과학 및 기술 서비스업(70~73)","50~59세",1162,1258,1282,1320,1325
"경북","전문, 과학 및 기술 서비스업(70~73)","60세 이상",520,572,652,686,753
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2701,3034,3167,3342,3311
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",38,59,53,64,52
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",348,397,416,434,397
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",883,1024,1059,1088,1061
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",1087,1125,1145,1225,1218
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",345,429,494,531,583
"경북","공공행정, 국방 및 사회보장 행정(84)","계",1249,1240,1295,1302,1302
"경북","공공행정, 국방 및 사회보장 행정(84)","29세 이하",1,3,-,1,1
"경북","공공행정, 국방 및 사회보장 행정(84)","30~39세",17,16,22,17,16
"경북","공공행정, 국방 및 사회보장 행정(84)","40~49세",163,188,160,132,115
"경북","공공행정, 국방 및 사회보장 행정(84)","50~59세",1001,951,984,1021,1053
"경북","공공행정, 국방 및 사회보장 행정(84)","60세 이상",67,82,129,131,117
"경북","교육 서비스업(85)","계",9469,9463,9393,9485,9532
"경북","교육 서비스업(85)","29세 이하",282,305,254,276,273
"경북","교육 서비스업(85)","30~39세",2310,2212,2171,2197,2041
"경북","교육 서비스업(85)","40~49세",3899,3796,3632,3688,3740
"경북","교육 서비스업(85)","50~59세",2098,2214,2363,2372,2564
"경북","교육 서비스업(85)","60세 이상",880,936,973,952,914
"경북","보건업 및 사회복지 서비스업(86~87)","계",6800,7088,7158,7466,7690
"경북","보건업 및 사회복지 서비스업(86~87)","29세 이하",92,102,79,95,81
"경북","보건업 및 사회복지 서비스업(86~87)","30~39세",1122,1062,1044,1048,1066
"경북","보건업 및 사회복지 서비스업(86~87)","40~49세",2834,2840,2636,2680,2707
"경북","보건업 및 사회복지 서비스업(86~87)","50~59세",2083,2314,2506,2675,2807
"경북","보건업 및 사회복지 서비스업(86~87)","60세 이상",669,770,893,968,1029
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",5536,5564,5356,5869,6191
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",154,152,165,185,205
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",996,958,819,978,1015
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1672,1637,1549,1692,1685
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",2109,2122,1964,2085,2190
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",605,695,859,929,1096
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",23586,23574,23515,24004,24502
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",309,352,320,394,440
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",2603,2520,2509,2683,2472
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",7129,6916,6543,6614,6377
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",8438,8239,7998,7912,8076
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",5107,5547,6145,6401,7137
"경남","전체 산업","계",248911,258710,262946,268902,274490
"경남","전체 산업","29세 이하",4523,5420,5489,6273,7041
"경남","전체 산업","30~39세",29481,31020,32034,34248,34668
"경남","전체 산업","40~49세",76778,78584,77132,78464,78503
"경남","전체 산업","50~59세",97192,97547,95870,96795,97805
"경남","전체 산업","60세 이상",40937,46139,52421,53122,56473
"경남","농업, 임업 및 어업(01~03)","계",255,297,302,316,336
"경남","농업, 임업 및 어업(01~03)","29세 이하",3,3,-,1,1
"경남","농업, 임업 및 어업(01~03)","30~39세",22,24,19,17,22
"경남","농업, 임업 및 어업(01~03)","40~49세",54,70,73,82,82
"경남","농업, 임업 및 어업(01~03)","50~59세",134,146,142,149,155
"경남","농업, 임업 및 어업(01~03)","60세 이상",42,54,68,67,76
"경남","광업(05~08)","계",67,85,95,94,89
"경남","광업(05~08)","29세 이하",1,-,-,-,-
"경남","광업(05~08)","30~39세",5,8,4,5,4
"경남","광업(05~08)","40~49세",13,15,25,21,23
"경남","광업(05~08)","50~59세",28,32,32,33,30
"경남","광업(05~08)","60세 이상",20,30,34,35,32
"경남","제조업(10~34)","계",32103,34543,36643,36679,36668
"경남","제조업(10~34)","29세 이하",291,392,410,458,478
"경남","제조업(10~34)","30~39세",2391,2795,2993,3115,3089
"경남","제조업(10~34)","40~49세",9259,9978,10263,10288,10219
"경남","제조업(10~34)","50~59세",15006,15389,15773,15745,15569
"경남","제조업(10~34)","60세 이상",5156,5989,7204,7073,7313
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","계",84,103,112,132,157
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",2,3,4,9,8
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",10,15,19,16,18
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",56,61,57,69,80
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",16,24,32,38,51
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",732,788,827,786,799
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",9,13,12,11,11
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",63,76,70,65,63
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",183,206,231,218,237
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",350,346,327,315,323
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",127,147,187,177,165
"경남","건설업(41~42)","계",8562,9522,9641,9876,9973
"경남","건설업(41~42)","29세 이하",79,110,98,119,137
"경남","건설업(41~42)","30~39세",720,821,795,822,875
"경남","건설업(41~42)","40~49세",3317,3705,3530,3609,3622
"경남","건설업(41~42)","50~59세",3622,3852,3943,4043,4058
"경남","건설업(41~42)","60세 이상",824,1034,1275,1283,1281
"경남","도매 및 소매업(45~47)","계",60091,62170,63793,64408,65162
"경남","도매 및 소매업(45~47)","29세 이하",1267,1461,1500,1645,1769
"경남","도매 및 소매업(45~47)","30~39세",7835,8404,8693,9384,9295
"경남","도매 및 소매업(45~47)","40~49세",20073,20166,19750,20010,19806
"경남","도매 및 소매업(45~47)","50~59세",20105,20397,20812,20801,21019
"경남","도매 및 소매업(45~47)","60세 이상",10811,11742,13038,12568,13273
"경남","운수 및 창고업(49~52)","계",19281,20431,20291,20703,20856
"경남","운수 및 창고업(49~52)","29세 이하",125,160,147,111,125
"경남","운수 및 창고업(49~52)","30~39세",1578,1572,1581,1285,1274
"경남","운수 및 창고업(49~52)","40~49세",4324,4321,4124,3773,3767
"경남","운수 및 창고업(49~52)","50~59세",8034,8384,7961,7652,7650
"경남","운수 및 창고업(49~52)","60세 이상",5220,5994,6478,7882,8040
"경남","숙박 및 음식점업(55~56)","계",54663,56007,56431,58145,59762
"경남","숙박 및 음식점업(55~56)","29세 이하",1567,1889,2018,2336,2731
"경남","숙박 및 음식점업(55~56)","30~39세",6094,6775,7658,8450,8859
"경남","숙박 및 음식점업(55~56)","40~49세",14441,14927,15248,15676,15679
"경남","숙박 및 음식점업(55~56)","50~59세",25007,23786,21400,21653,21280
"경남","숙박 및 음식점업(55~56)","60세 이상",7554,8630,10107,10030,11213
"경남","정보통신업(58~63)","계",1060,1110,1108,1121,1163
"경남","정보통신업(58~63)","29세 이하",10,25,18,20,14
"경남","정보통신업(58~63)","30~39세",126,135,124,125,141
"경남","정보통신업(58~63)","40~49세",373,382,367,382,378
"경남","정보통신업(58~63)","50~59세",439,445,479,475,510
"경남","정보통신업(58~63)","60세 이상",112,123,120,119,120
"경남","금융 및 보험업(64~66)","계",2728,2727,2740,2772,2849
"경남","금융 및 보험업(64~66)","29세 이하",17,22,13,15,13
"경남","금융 및 보험업(64~66)","30~39세",228,201,158,166,177
"경남","금융 및 보험업(64~66)","40~49세",820,805,726,752,762
"경남","금융 및 보험업(64~66)","50~59세",1202,1209,1354,1368,1442
"경남","금융 및 보험업(64~66)","60세 이상",461,490,489,471,455
"경남","부동산업(68)","계",6742,7310,7634,8542,9130
"경남","부동산업(68)","29세 이하",33,54,48,71,81
"경남","부동산업(68)","30~39세",391,460,439,542,553
"경남","부동산업(68)","40~49세",2008,2209,2262,2552,2494
"경남","부동산업(68)","50~59세",2848,2867,2892,3251,3586
"경남","부동산업(68)","60세 이상",1462,1720,1993,2126,2416
"경남","전문, 과학 및 기술 서비스업(70~73)","계",4130,4483,4718,4807,4793
"경남","전문, 과학 및 기술 서비스업(70~73)","29세 이하",32,41,50,52,52
"경남","전문, 과학 및 기술 서비스업(70~73)","30~39세",510,545,560,599,561
"경남","전문, 과학 및 기술 서비스업(70~73)","40~49세",1496,1631,1633,1653,1609
"경남","전문, 과학 및 기술 서비스업(70~73)","50~59세",1484,1573,1674,1686,1712
"경남","전문, 과학 및 기술 서비스업(70~73)","60세 이상",608,693,801,817,859
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",3320,3695,3720,3827,3857
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",51,72,62,74,61
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",435,500,476,485,471
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",1126,1208,1164,1218,1226
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",1263,1349,1357,1398,1403
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",445,566,661,652,696
"경남","공공행정, 국방 및 사회보장 행정(84)","계",1059,1066,1066,1066,1060
"경남","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,-
"경남","공공행정, 국방 및 사회보장 행정(84)","30~39세",19,15,14,16,16
"경남","공공행정, 국방 및 사회보장 행정(84)","40~49세",150,151,103,97,91
"경남","공공행정, 국방 및 사회보장 행정(84)","50~59세",831,827,833,862,881
"경남","공공행정, 국방 및 사회보장 행정(84)","60세 이상",59,73,116,91,72
"경남","교육 서비스업(85)","계",12612,12587,12466,12741,13085
"경남","교육 서비스업(85)","29세 이하",367,369,352,411,464
"경남","교육 서비스업(85)","30~39세",3101,3005,2941,3062,3036
"경남","교육 서비스업(85)","40~49세",5551,5471,5143,5207,5341
"경남","교육 서비스업(85)","50~59세",2549,2615,2834,2948,3196
"경남","교육 서비스업(85)","60세 이상",1044,1127,1196,1113,1048
"경남","보건업 및 사회복지 서비스업(86~87)","계",8630,8888,8731,9108,9340
"경남","보건업 및 사회복지 서비스업(86~87)","29세 이하",84,105,77,87,97
"경남","보건업 및 사회복지 서비스업(86~87)","30~39세",1533,1450,1328,1427,1457
"경남","보건업 및 사회복지 서비스업(86~87)","40~49세",3765,3673,3253,3379,3467
"경남","보건업 및 사회복지 서비스업(86~87)","50~59세",2484,2765,3045,3192,3256
"경남","보건업 및 사회복지 서비스업(86~87)","60세 이상",764,895,1028,1023,1063
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",6310,6339,6190,6804,7360
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",179,213,197,259,327
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",1177,1062,978,1166,1314
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1900,1870,1827,2011,2114
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",2347,2349,2176,2317,2381
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",707,845,1012,1051,1224
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",26482,26559,26438,26975,28051
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",408,491,487,603,680
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",3251,3169,3199,3508,3453
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",7915,7781,7391,7520,7568
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",9403,9155,8779,8838,9274
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",5505,5963,6582,6506,7076
"제주","전체 산업","계",51727,53897,55155,57791,60063
"제주","전체 산업","29세 이하",952,1096,1170,1294,1495
"제주","전체 산업","30~39세",6357,6950,7343,8113,8413
"제주","전체 산업","40~49세",16545,17087,17189,17527,18031
"제주","전체 산업","50~59세",19334,19347,18648,19199,19862
"제주","전체 산업","60세 이상",8539,9417,10805,11658,12262
"제주","농업, 임업 및 어업(01~03)","계",387,407,386,382,359
"제주","농업, 임업 및 어업(01~03)","29세 이하",-,-,-,-,1
"제주","농업, 임업 및 어업(01~03)","30~39세",16,25,28,36,32
"제주","농업, 임업 및 어업(01~03)","40~49세",50,69,69,68,70
"제주","농업, 임업 및 어업(01~03)","50~59세",189,172,148,141,128
"제주","농업, 임업 및 어업(01~03)","60세 이상",132,141,141,137,128
"제주","광업(05~08)","계",12,11,14,13,13
"제주","광업(05~08)","29세 이하",-,-,-,-,-
"제주","광업(05~08)","30~39세",1,1,1,-,-
"제주","광업(05~08)","40~49세",2,2,3,4,4
"제주","광업(05~08)","50~59세",5,3,4,4,4
"제주","광업(05~08)","60세 이상",4,5,6,5,5
"제주","제조업(10~34)","계",2285,2355,2435,2425,2418
"제주","제조업(10~34)","29세 이하",18,21,35,41,39
"제주","제조업(10~34)","30~39세",181,181,189,192,197
"제주","제조업(10~34)","40~49세",715,764,753,731,723
"제주","제조업(10~34)","50~59세",907,878,888,910,891
"제주","제조업(10~34)","60세 이상",464,511,570,551,568
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","계",20,21,21,28,31
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",-,-,-,-,-
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",4,3,4,5,5
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",12,14,14,15,18
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",4,4,3,8,8
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",80,99,100,111,112
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",-,2,1,1,-
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",3,6,2,5,3
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",17,17,23,22,28
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",45,55,55,61,58
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",15,19,19,22,23
"제주","건설업(41~42)","계",1817,2069,2312,2545,2534
"제주","건설업(41~42)","29세 이하",10,20,28,31,44
"제주","건설업(41~42)","30~39세",142,165,201,210,201
"제주","건설업(41~42)","40~49세",714,834,930,1014,990
"제주","건설업(41~42)","50~59세",811,860,885,994,1003
"제주","건설업(41~42)","60세 이상",140,190,268,296,296
"제주","도매 및 소매업(45~47)","계",13456,13799,14106,14113,14383
"제주","도매 및 소매업(45~47)","29세 이하",300,299,320,328,351
"제주","도매 및 소매업(45~47)","30~39세",1726,1858,1942,2025,2094
"제주","도매 및 소매업(45~47)","40~49세",4357,4389,4335,4331,4371
"제주","도매 및 소매업(45~47)","50~59세",4385,4449,4415,4363,4438
"제주","도매 및 소매업(45~47)","60세 이상",2688,2804,3094,3066,3129
"제주","운수 및 창고업(49~52)","계",5820,5866,5215,5769,5810
"제주","운수 및 창고업(49~52)","29세 이하",46,45,19,21,22
"제주","운수 및 창고업(49~52)","30~39세",510,461,318,396,283
"제주","운수 및 창고업(49~52)","40~49세",1735,1627,1289,1064,1077
"제주","운수 및 창고업(49~52)","50~59세",2316,2368,2160,2149,2219
"제주","운수 및 창고업(49~52)","60세 이상",1213,1365,1429,2139,2209
"제주","숙박 및 음식점업(55~56)","계",12659,13579,14531,15567,17006
"제주","숙박 및 음식점업(55~56)","29세 이하",356,452,524,596,718
"제주","숙박 및 음식점업(55~56)","30~39세",1546,2022,2466,2842,3176
"제주","숙박 및 음식점업(55~56)","40~49세",3326,3683,4244,4566,5069
"제주","숙박 및 음식점업(55~56)","50~59세",5683,5405,4770,4972,5189
"제주","숙박 및 음식점업(55~56)","60세 이상",1748,2017,2527,2591,2854
"제주","정보통신업(58~63)","계",277,299,311,337,325
"제주","정보통신업(58~63)","29세 이하",2,4,5,4,2
"제주","정보통신업(58~63)","30~39세",36,50,52,57,49
"제주","정보통신업(58~63)","40~49세",139,135,142,149,136
"제주","정보통신업(58~63)","50~59세",80,87,83,97,106
"제주","정보통신업(58~63)","60세 이상",20,23,29,30,32
"제주","금융 및 보험업(64~66)","계",650,653,641,664,657
"제주","금융 및 보험업(64~66)","29세 이하",5,6,4,4,-
"제주","금융 및 보험업(64~66)","30~39세",61,63,34,38,42
"제주","금융 및 보험업(64~66)","40~49세",245,222,203,204,185
"제주","금융 및 보험업(64~66)","50~59세",227,244,287,308,327
"제주","금융 및 보험업(64~66)","60세 이상",112,118,113,110,103
"제주","부동산업(68)","계",955,1164,1401,1749,1991
"제주","부동산업(68)","29세 이하",6,12,14,19,26
"제주","부동산업(68)","30~39세",44,63,88,122,144
"제주","부동산업(68)","40~49세",279,358,439,521,571
"제주","부동산업(68)","50~59세",440,484,541,700,787
"제주","부동산업(68)","60세 이상",186,247,319,387,463
"제주","전문, 과학 및 기술 서비스업(70~73)","계",866,940,973,1098,1119
"제주","전문, 과학 및 기술 서비스업(70~73)","29세 이하",7,12,6,13,13
"제주","전문, 과학 및 기술 서비스업(70~73)","30~39세",109,130,131,155,161
"제주","전문, 과학 및 기술 서비스업(70~73)","40~49세",374,384,392,448,437
"제주","전문, 과학 및 기술 서비스업(70~73)","50~59세",257,281,295,322,327
"제주","전문, 과학 및 기술 서비스업(70~73)","60세 이상",119,133,149,160,181
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1351,1504,1571,1622,1598
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",22,32,32,40,36
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",227,245,228,248,247
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",584,648,639,646,599
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",409,454,504,511,529
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",109,125,168,177,187
"제주","공공행정, 국방 및 사회보장 행정(84)","계",214,213,208,213,209
"제주","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,-
"제주","공공행정, 국방 및 사회보장 행정(84)","30~39세",6,1,4,4,2
"제주","공공행정, 국방 및 사회보장 행정(84)","40~49세",34,42,35,29,27
"제주","공공행정, 국방 및 사회보장 행정(84)","50~59세",165,158,151,166,164
"제주","공공행정, 국방 및 사회보장 행정(84)","60세 이상",9,12,18,14,16
"제주","교육 서비스업(85)","계",2541,2550,2562,2587,2584
"제주","교육 서비스업(85)","29세 이하",70,67,50,51,64
"제주","교육 서비스업(85)","30~39세",622,578,598,632,600
"제주","교육 서비스업(85)","40~49세",1130,1114,1059,1060,1054
"제주","교육 서비스업(85)","50~59세",538,586,610,617,656
"제주","교육 서비스업(85)","60세 이상",181,205,245,227,210
"제주","보건업 및 사회복지 서비스업(86~87)","계",1710,1788,1773,1835,1898
"제주","보건업 및 사회복지 서비스업(86~87)","29세 이하",7,7,11,10,14
"제주","보건업 및 사회복지 서비스업(86~87)","30~39세",255,263,228,230,233
"제주","보건업 및 사회복지 서비스업(86~87)","40~49세",729,718,666,673,679
"제주","보건업 및 사회복지 서비스업(86~87)","50~59세",525,589,609,658,691
"제주","보건업 및 사회복지 서비스업(86~87)","60세 이상",194,211,259,264,281
"제주","예술, 스포츠 및 여가관련 서비스업(90~91)","계",1502,1497,1455,1555,1668
"제주","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",35,37,39,50,56
"제주","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",284,267,228,263,285
"제주","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",432,446,422,457,490
"제주","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",534,514,494,501,523
"제주","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",217,233,272,284,314
"제주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",5125,5083,5140,5178,5348
"제주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",68,80,82,85,109
"제주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",588,571,605,658,664
"제주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",1679,1632,1542,1535,1516
"제주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",1806,1746,1735,1710,1804
"제주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",984,1054,1176,1190,1255
